0.20627,1.2082,0.11156,1.177,-0.31685,0.54352,0.43473,-0.58483
0.10455,1.4416,0.15654,1.299,0.18829,0.73916,0.74767,-0.72385
0.08929,0.90796,0.32213,1.1731,0.2083,0.63937,0.46473,-0.67571
0.2832,1.0205,0.35605,1.2659,0.032072,0.37208,0.27198,-0.36718
-0.024289,1.3794,-0.16701,1.2578,-0.58976,0.2743,0.59675,-0.3129
0.059606,1.1085,0.32054,0.95988,-0.18299,0.71438,0.66183,-0.42725
0.20601,0.94443,0.42837,1.524,0.11879,0.5532,0.46981,-0.29836
0.24825,1.2893,0.45244,0.75168,0.064214,0.66695,0.54304,-0.75635
0.27933,1.3937,0.13907,1.1783,-0.30975,0.52233,0.1445,-0.80908
0.41343,1.417,0.33997,1.1749,-0.24687,0.50714,0.3608,-0.52604
0.21533,1.3648,0.33105,0.99036,0.21916,0.19362,0.46522,-0.52772
0.033753,1.0202,0.42504,0.99186,-0.074645,0.77259,0.67854,-0.89222
0.01452,1.4007,0.48138,1.4126,-0.087454,0.40734,0.31707,-0.61714
0.26771,1.1994,0.22788,1.2505,-0.019817,0.57006,0.31944,-0.25649
0.19513,1.4318,0.18106,1.0066,-0.14612,0.74227,0.33598,-0.43102
0.31225,1.5552,0.20039,1.0608,-0.046506,0.65964,0.61216,-0.42431
0.14283,1.6897,0.41725,1.1138,-0.26457,0.43568,0.56256,-0.23762
0.17143,1.2187,0.34092,1.3183,0.17381,0.28053,0.4086,-0.40568
-0.38739,1.8366,0.18458,0.87867,-0.5466,0.60689,0.45045,-0.55818
0.18689,1.5914,0.45408,1.2901,-0.15106,0.085321,0.74264,-0.5438
0.31429,1.1602,0.1117,1.0522,-0.00027394,0.36172,0.44346,-0.39872
-0.038056,1.4281,0.21419,0.8644,0.035443,0.62282,0.80285,-0.45069
0.29177,1.3117,0.40538,1.3318,-0.029548,0.71312,0.25706,-0.66043
0.29828,1.3897,0.57355,1.0065,-0.2061,0.27621,0.35836,-0.66258
0.01974,1.5561,0.49727,1.1684,0.032349,1.0046,0.56262,-0.54545
0.16046,1.4264,0.28965,1.1857,-0.19578,0.68019,0.81706,-0.51303
0.12658,1.2034,0.69863,1.4924,-0.0021998,0.60107,0.38664,-0.4233
0.099935,1.3318,0.41791,0.88309,-0.1689,0.53241,0.30983,-0.68195
0.051765,1.9378,0.53078,1.0672,0.030849,0.6773,0.43402,-0.59391
0.20777,1.7316,0.59171,0.91314,-0.35652,0.26152,0.45166,-0.46619
0.21114,1.328,0.58633,0.86737,0.0046934,0.58783,0.20411,-0.53038
0.17257,1.4459,0.40766,1.1771,-0.27203,0.5877,0.64284,-0.74529
-0.085577,1.4746,0.94684,1.1297,-0.33418,0.50379,0.17803,-0.33148
0.043716,1.0177,0.38322,1.068,0.098802,0.28169,0.45166,-0.52699
0.33049,1.3204,0.85303,1.1967,0.065091,0.67095,0.35379,-0.52945
-0.14312,1.3197,0.32159,0.78889,-0.48701,0.51907,0.40453,-0.65851
0.041136,1.5237,0.24548,0.88336,-0.061206,0.18592,0.24917,-0.25503
-0.19838,1.6605,0.4429,0.84971,0.0086292,0.4498,0.517,-0.23243
0.24846,1.5876,0.50986,0.91828,-0.063161,0.60738,0.26482,-0.62493
0.15086,1.4596,0.59999,1.1777,0.13274,0.47287,0.52704,-0.61266
-0.13322,1.2707,0.47225,0.89707,-0.07946,0.48877,0.4343,-0.681
0.23896,1.6598,0.6959,0.99158,-0.070911,0.63127,0.32436,-0.25027
0.24256,1.2677,0.58225,0.58111,-0.041377,0.83272,0.68761,-0.87854
-0.10852,1.7691,0.66235,1.0169,-0.094788,0.60642,0.14578,-0.74263
0.10206,1.4487,0.45158,1.0273,-0.0072281,0.40318,0.45797,-0.73344
-0.056685,1.5337,0.82306,1.2286,-0.22395,0.72145,0.37625,-0.50234
0.078147,1.3559,0.63935,1.0107,-0.15343,0.48924,0.2949,-0.3823
-0.4118,1.1188,0.5166,0.80226,-0.44854,0.51917,0.3013,0.012113
0.042428,1.4359,0.33632,0.96576,-0.4152,0.78608,0.30745,-0.26433
-0.0026106,1.6173,0.50712,0.69549,-0.23612,0.34856,0.41107,-0.41032
0.0063599,1.3667,0.60631,0.78575,0.26242,0.34078,0.45764,-0.1687
-0.036896,1.4561,0.99093,0.9637,-0.16982,0.33445,0.39545,-0.53762
0.15177,1.5031,0.56405,1.1033,-0.37793,0.35216,0.059934,-0.15065
-0.0070566,1.4808,0.5924,1.1031,-0.072946,0.40009,0.32488,-0.47768
-0.20533,1.4252,0.51882,0.79946,0.025367,0.36139,0.12964,-0.44234
0.10115,1.6427,0.77233,1.195,0.012948,0.44252,0.34889,-0.72235
-0.017651,1.4559,0.38578,0.85684,-0.093758,0.84337,0.11388,-0.54686
0.076665,1.257,0.51054,0.96068,-0.31698,0.6724,0.28864,-0.48961
-0.064603,1.4346,0.64647,0.65314,-0.22565,0.65431,0.19099,-0.63055
-0.011911,1.31,0.69899,0.86477,-0.22467,0.40424,0.22667,0.040121
-0.1411,1.4623,0.61206,0.47619,-0.3132,0.42905,0.45843,-0.50114
0.10652,1.4494,0.86402,0.54391,0.11677,0.65927,-0.077955,-0.65204
-0.33869,1.4933,0.76982,0.89407,-0.21362,0.63164,0.4532,-0.45274
-0.1929,1.2032,1.0563,0.96465,-0.36526,0.66838,0.23951,-0.52717
0.28531,1.1219,0.42954,0.96786,-0.21635,0.51037,0.48744,-0.54201
-0.26113,1.4966,0.60197,0.68462,-0.19963,0.6543,0.20085,-0.50601
-0.06206,1.3949,0.78837,0.98768,-0.30174,0.43196,0.42219,-0.613
-0.092728,1.7018,0.78733,0.71874,-0.13028,0.37183,0.26962,-0.69697
-0.043882,1.471,0.68847,0.90412,0.25591,0.80579,0.14376,-0.59775
-0.093718,1.6738,0.77612,0.77553,-0.19489,0.27015,0.113,-0.63103
-0.13873,1.5563,0.85727,0.88183,-0.083538,0.58598,0.32251,-0.50015
0.050536,1.4982,1.1098,0.72775,-0.22927,0.4875,0.20116,-0.41602
0.090573,1.5174,0.87181,0.40133,-0.29262,0.42418,0.45833,-0.41058
0.050255,1.347,0.72524,0.68656,-0.044696,0.63616,0.15458,-0.50932
-0.0092038,1.6365,0.83384,0.55491,0.11096,0.60965,0.30514,-0.45237
-0.31544,1.5994,0.811,0.91192,-0.13375,0.71032,0.44994,-0.50119
-0.051441,1.2781,0.62306,0.52625,-0.2608,0.49449,0.34356,-0.40666
0.1709,1.5533,1.106,0.43292,-0.4734,0.7249,-0.023273,-0.55597
-0.028611,1.2819,0.6798,0.57156,-0.0037467,0.49108,0.34678,-0.26562
-0.026683,1.1091,0.47127,0.65514,-0.07092,0.919,0.09054,-0.66114
0.005121,1.3986,0.79849,0.48774,-0.12181,0.48602,0.34785,-0.47487
0.15067,1.52,0.92211,0.59885,0.17492,0.60069,-0.0061156,-0.53492
-0.34469,1.6168,0.95935,0.74382,-0.12886,0.38643,0.38051,-0.43393
-0.057119,1.3181,0.55231,0.401,-0.067465,0.3741,0.4201,-0.62041
-0.066945,1.5738,0.70909,0.61959,-0.075265,0.60937,0.28461,-0.31132
-0.0032718,2.0367,0.93961,0.48797,0.058032,0.56733,0.41127,-0.63618
0.0017821,1.5688,0.80584,0.68158,-0.2303,0.32646,0.17261,-0.11017
-0.090837,1.4699,1.0515,1.1238,-0.10548,0.59269,0.17449,-0.39295
-0.54369,1.1416,0.57552,0.79106,0.091268,0.13994,-0.063344,-0.50648
