-1.6673,-0.17257,1.3761,-1.1345,0.87553,1.3543,-0.72802,-0.78955
-1.5236,-0.29585,1.0153,-1.4218,0.653,1.6666,-0.98385,-0.56047
-1.3251,-0.15011,1.5041,-1.4449,0.75419,1.1601,-1.0284,-0.38299
-1.6968,-0.71744,1.2194,-1.299,0.96255,1.1972,-1.0064,-0.5702
-1.4504,-0.34941,1.217,-1.154,0.42135,1.2178,-0.81504,-0.44725
-1.5897,-0.57006,1.3654,-1.1796,0.46452,1.4415,-0.39974,-0.3028
-1.4342,-0.48729,1.5839,-1.6919,0.89994,1.2071,-0.86791,-0.87772
-1.5504,-0.38851,1.4775,-1.4019,0.96521,1.2967,-1.2946,-0.42274
-1.271,-0.32326,1.3263,-1.2877,1.1766,1.5343,-0.82021,-0.78686
-1.6756,-0.82788,1.1166,-1.4098,0.62028,1.2746,-0.80297,-0.28637
-1.7321,-0.52573,1.0179,-1.6027,0.41672,1.1341,-0.94429,-0.44814
-1.567,-0.40573,1.0077,-1.6534,0.55904,1.3096,-0.6122,-0.51122
-1.4488,-0.25341,1.04,-1.489,0.61008,1.0543,-0.88873,-0.56243
-1.4486,-0.33127,0.99937,-1.3729,0.55216,1.1358,-0.90479,-0.47651
-1.6222,-0.089243,1.1364,-1.6954,0.61356,1.3276,-0.64789,-0.46704
-1.7984,-0.55208,1.6206,-1.559,0.89853,1.5511,-0.84167,-0.75454
-1.8189,-0.32348,1.1214,-1.5218,0.98289,1.4951,-0.95431,-0.62518
-1.8163,-0.4028,1.2553,-1.2645,0.87657,0.91349,-0.82591,-0.59006
-1.9253,-0.36693,1.088,-1.4053,0.54626,1.2785,-0.78127,-0.69247
-1.6248,-0.62956,1.3393,-1.6497,0.46224,0.96134,-0.81263,-0.5611
-1.59,-0.18444,0.94,-1.7623,0.80846,1.3217,-0.73838,-0.83448
-1.5627,-0.39046,1.3734,-0.99574,0.85428,1.2935,-0.77968,-0.61328
-1.5987,-0.24141,1.1667,-1.4653,0.48362,1.6217,-0.83141,-0.45852
