0.74088,1.2333,0.66794,0.92592,-0.75681,1.4423,1.2762,-0.40006
1.0005,1.5249,0.64948,1.2141,-0.83176,1.5116,1.1864,-0.87993
1.163,1.2599,0.992,1.6051,-0.72314,1.3548,1.0782,-0.9342
1.0183,1.3649,1.0651,1.155,-0.333,1.3316,1.0783,-0.85879
0.60551,1.1813,0.97432,1.2839,-0.44862,1.2658,1.3202,-0.99322
0.87981,1.3623,1.2757,1.0811,-0.64236,1.1307,1.3199,-1.2014
0.71047,0.94822,0.82347,1.1703,-0.40276,1.6311,1.255,-0.87812
1.3226,1.1814,1.022,1.4339,-0.66663,1.6467,1.2241,-1.1964
0.89842,1.2242,0.94696,1.2612,-0.61633,1.569,1.1634,-0.91841
0.9934,1.1833,0.57903,1.3279,-0.63376,1.1853,1.4267,-0.75161
0.89004,1.5263,0.76911,1.4428,-0.51554,1.5773,1.4327,-0.55099
0.74767,1.0537,0.94601,1.1049,-0.74783,1.4077,1.184,-0.74085
0.92957,1.3503,1.2033,1.356,-0.56535,1.281,1.2917,-0.84879
1.2633,1.2495,1.0712,1.2419,-0.55126,1.1084,1.2763,-1.0094
1.02,1.3683,1.3522,1.3373,-1.0384,1.5518,1.4604,-0.67888
0.75531,1.1345,0.86482,1.4198,-0.20939,1.6059,0.96742,-1.2897
1.0523,1.1404,0.90209,1.149,-0.4908,1.4846,1.1367,-1.1686
0.78359,1.6078,0.78222,1.2247,-0.24335,1.3647,1.0002,-0.7551
0.97915,1.4218,0.81556,1.2054,-0.39526,1.5134,1.376,-0.9622
0.89236,1.2843,1.1296,0.96698,-0.16554,1.2936,1.1839,-0.99172
0.72633,1.3394,1.0411,1.2402,-0.5487,1.4211,1.145,-0.95558
0.89934,1.3423,0.80404,1.4851,-0.25992,1.5113,1.0528,-0.4715
0.91951,1.6139,0.93429,1.3363,-0.093265,1.5578,1,-1.1692
0.75823,1.4939,0.8495,1.1945,-0.31717,1.554,1.2556,-0.87863
0.74175,1.5932,1.0794,1.2948,-0.8719,1.2498,1.3197,-0.59636
0.82149,1.2742,0.99096,1.321,-0.36195,1.5461,1.3463,-0.94371
0.72519,1.0699,0.98527,1.1561,-0.58835,1.391,1.1671,-0.80921
0.93656,1.1425,1.0084,1.3804,-0.080857,1.4585,1.2457,-0.65599
0.8023,1.2489,0.6554,1.3887,-0.37262,1.4128,1.4472,-0.75049
1.1076,1.1175,1.0708,1.1368,-0.28376,1.6518,1.3266,-0.84634
